faa,name,lat,lon,,,,,,
BAF,Barnes Municipal,42.1579472,-72.715875,,''BAF''=''Barnes Municipal'',,"""","BAF""= ""Barnes Municipal ""","""BAF""= ""Barnes Municipal """
BBX,Wings Field,40.1375,-75.265,,''BBX''=''Wings Field'',,"""","BBX""= ""Wings Field ""","""BBX""= ""Wings Field """
BCE,Bryce Canyon,37.706444,-112.145806,,''BCE''=''Bryce Canyon'',,"""","BCE""= ""Bryce Canyon ""","""BCE""= ""Bryce Canyon """
BCT,Boca Raton,26.3785,-80.107694,,''BCT''=''Boca Raton'',,"""","BCT""= ""Boca Raton ""","""BCT""= ""Boca Raton """
BDE,Baudette Intl,48.728444,-94.612222,,''BDE''=''Baudette Intl'',,"""","BDE""= ""Baudette Intl ""","""BDE""= ""Baudette Intl """
BDL,Bradley Intl,41.938889,-72.683222,,''BDL''=''Bradley Intl'',,"""","BDL""= ""Bradley Intl ""","""BDL""= ""Bradley Intl """
BDR,Igor I Sikorsky Mem,41.163472,-73.126167,,''BDR''=''Igor I Sikorsky Mem'',,"""","BDR""= ""Igor I Sikorsky Mem ""","""BDR""= ""Igor I Sikorsky Mem """
BEC,Beech Factory Airport,37.6939167,-97.2149167,,''BEC''=''Beech Factory Airport'',,"""","BEC""= ""Beech Factory Airport ""","""BEC""= ""Beech Factory Airport """
BED,Laurence G Hanscom Fld,42.469953,-71.289031,,''BED''=''Laurence G Hanscom Fld'',,"""","BED""= ""Laurence G Hanscom Fld ""","""BED""= ""Laurence G Hanscom Fld """
BEH,Southwest Michigan Regional Airport,42.1285833,-86.4285,,''BEH''=''Southwest Michigan Regional Airport'',,"""","BEH""= ""Southwest Michigan Regional Airport ""","""BEH""= ""Southwest Michigan Regional Airport """
BET,Bethel,60.779778,-161.838,,''BET''=''Bethel'',,"""","BET""= ""Bethel ""","""BET""= ""Bethel """
BFD,Bradford Regional Airport,41.8031,-78.6401,,''BFD''=''Bradford Regional Airport'',,"""","BFD""= ""Bradford Regional Airport ""","""BFD""= ""Bradford Regional Airport """
BFF,Western Nebraska Regional Airport,41.874,-103.596,,''BFF''=''Western Nebraska Regional Airport'',,"""","BFF""= ""Western Nebraska Regional Airport ""","""BFF""= ""Western Nebraska Regional Airport """
BFI,Boeing Fld King Co Intl,47.53,-122.301947,,''BFI''=''Boeing Fld King Co Intl'',,"""","BFI""= ""Boeing Fld King Co Intl ""","""BFI""= ""Boeing Fld King Co Intl """
BFL,Meadows Fld,35.433598,-119.05677,,''BFL''=''Meadows Fld'',,"""","BFL""= ""Meadows Fld ""","""BFL""= ""Meadows Fld """
BFM,Mobile Downtown,30.626783,-88.068092,,''BFM''=''Mobile Downtown'',,"""","BFM""= ""Mobile Downtown ""","""BFM""= ""Mobile Downtown """
BFP,Beaver Falls,40.7724722,-80.3914444,,''BFP''=''Beaver Falls'',,"""","BFP""= ""Beaver Falls ""","""BFP""= ""Beaver Falls """
BFT,Beaufort,32.477411,-80.723161,,''BFT''=''Beaufort'',,"""","BFT""= ""Beaufort ""","""BFT""= ""Beaufort """
BGE,Decatur County Industrial Air Park,30.9715981,-84.6369278,,''BGE''=''Decatur County Industrial Air Park'',,"""","BGE""= ""Decatur County Industrial Air Park ""","""BGE""= ""Decatur County Industrial Air Park """
BGM,Greater Binghamton Edwin A Link Fld,42.208689,-75.979839,,''BGM''=''Greater Binghamton Edwin A Link Fld'',,"""","BGM""= ""Greater Binghamton Edwin A Link Fld ""","""BGM""= ""Greater Binghamton Edwin A Link Fld """
BGR,Bangor Intl,44.807444,-68.828139,,''BGR''=''Bangor Intl'',,"""","BGR""= ""Bangor Intl ""","""BGR""= ""Bangor Intl """
BHB,Hancock County - Bar Harbor,44.4497689,-68.3615653,,''BHB''=''Hancock County - Bar Harbor'',,"""","BHB""= ""Hancock County - Bar Harbor ""","""BHB""= ""Hancock County - Bar Harbor """
BHM,Birmingham Intl,33.562942,-86.75355,,''BHM''=''Birmingham Intl'',,"""","BHM""= ""Birmingham Intl ""","""BHM""= ""Birmingham Intl """
BID,Block Island State Airport,41.168056,-71.577778,,''BID''=''Block Island State Airport'',,"""","BID""= ""Block Island State Airport ""","""BID""= ""Block Island State Airport """
BIF,Biggs Aaf,31.849528,-106.380039,,''BIF''=''Biggs Aaf'',,"""","BIF""= ""Biggs Aaf ""","""BIF""= ""Biggs Aaf """
BIG,Allen Aaf,63.994547,-145.721642,,''BIG''=''Allen Aaf'',,"""","BIG""= ""Allen Aaf ""","""BIG""= ""Allen Aaf """
BIL,Billings Logan International Airport,45.80921,-108.537654,,''BIL''=''Billings Logan International Airport'',,"""","BIL""= ""Billings Logan International Airport ""","""BIL""= ""Billings Logan International Airport """
BIS,Bismarck Municipal Airport,46.775842,-100.757931,,''BIS''=''Bismarck Municipal Airport'',,"""","BIS""= ""Bismarck Municipal Airport ""","""BIS""= ""Bismarck Municipal Airport """
BIV,Tulip City Airport,42.7427778,-86.1078333,,''BIV''=''Tulip City Airport'',,"""","BIV""= ""Tulip City Airport ""","""BIV""= ""Tulip City Airport """
BIX,Keesler Afb,30.410425,-88.924433,,''BIX''=''Keesler Afb'',,"""","BIX""= ""Keesler Afb ""","""BIX""= ""Keesler Afb """
BJC,Rocky Mountain Metropolitan Airport,39.90888888,-105.1172222,,''BJC''=''Rocky Mountain Metropolitan Airport'',,"""","BJC""= ""Rocky Mountain Metropolitan Airport ""","""BJC""= ""Rocky Mountain Metropolitan Airport """
BJI,Bemidji Regional Airport,47.510722,-94.934722,,''BJI''=''Bemidji Regional Airport'',,"""","BJI""= ""Bemidji Regional Airport ""","""BJI""= ""Bemidji Regional Airport """
BKC,Buckland Airport,65.981667,-161.149167,,''BKC''=''Buckland Airport'',,"""","BKC""= ""Buckland Airport ""","""BKC""= ""Buckland Airport """
BKD,Stephens Co,32.719047,-98.891,,''BKD''=''Stephens Co'',,"""","BKD""= ""Stephens Co ""","""BKD""= ""Stephens Co """
BKF,Buckley Afb,39.701668,-104.75166,,''BKF''=''Buckley Afb'',,"""","BKF""= ""Buckley Afb ""","""BKF""= ""Buckley Afb """
BKG,Branson LLC,36.531994,-93.200556,,''BKG''=''Branson LLC'',,"""","BKG""= ""Branson LLC ""","""BKG""= ""Branson LLC """
BKH,Barking Sands Pmrf,22.022833,-159.785,,''BKH''=''Barking Sands Pmrf'',,"""","BKH""= ""Barking Sands Pmrf ""","""BKH""= ""Barking Sands Pmrf """
BKL,Burke Lakefront Airport,41.5175,-81.683333,,''BKL''=''Burke Lakefront Airport'',,"""","BKL""= ""Burke Lakefront Airport ""","""BKL""= ""Burke Lakefront Airport """
BKW,Raleigh County Memorial Airport,37.7873,-81.1242,,''BKW''=''Raleigh County Memorial Airport'',,"""","BKW""= ""Raleigh County Memorial Airport ""","""BKW""= ""Raleigh County Memorial Airport """
BKX,Brookings Regional Airport,44.3048,-96.8169,,''BKX''=''Brookings Regional Airport'',,"""","BKX""= ""Brookings Regional Airport ""","""BKX""= ""Brookings Regional Airport """
BLD,Boulder City Municipal Airport,35.5651,-114.514,,''BLD''=''Boulder City Municipal Airport'',,"""","BLD""= ""Boulder City Municipal Airport ""","""BLD""= ""Boulder City Municipal Airport """
BLF,Mercer County Airport,37.2958,-81.2077,,''BLF''=''Mercer County Airport'',,"""","BLF""= ""Mercer County Airport ""","""BLF""= ""Mercer County Airport """
BLH,Blythe Airport,33.619167,-114.716889,,''BLH''=''Blythe Airport'',,"""","BLH""= ""Blythe Airport ""","""BLH""= ""Blythe Airport """
BLI,Bellingham Intl,48.792694,-122.537528,,''BLI''=''Bellingham Intl'',,"""","BLI""= ""Bellingham Intl ""","""BLI""= ""Bellingham Intl """
BLV,Scott Afb Midamerica,38.545178,-89.835183,,''BLV''=''Scott Afb Midamerica'',,"""","BLV""= ""Scott Afb Midamerica ""","""BLV""= ""Scott Afb Midamerica """
BMC,Brigham City,41.552,-112.062,,''BMC''=''Brigham City'',,"""","BMC""= ""Brigham City ""","""BMC""= ""Brigham City """
BMG,Monroe County Airport,39.1460208,-86.6166805,,''BMG''=''Monroe County Airport'',,"""","BMG""= ""Monroe County Airport ""","""BMG""= ""Monroe County Airport """
BMI,Central Illinois Rgnl,40.477111,-88.915917,,''BMI''=''Central Illinois Rgnl'',,"""","BMI""= ""Central Illinois Rgnl ""","""BMI""= ""Central Illinois Rgnl """
BMX,Big Mountain Afs,59.361247,-155.258822,,''BMX''=''Big Mountain Afs'',,"""","BMX""= ""Big Mountain Afs ""","""BMX""= ""Big Mountain Afs """
BNA,Nashville Intl,36.124472,-86.678194,,''BNA''=''Nashville Intl'',,"""","BNA""= ""Nashville Intl ""","""BNA""= ""Nashville Intl """
BOI,Boise Air Terminal,43.564361,-116.222861,,''BOI''=''Boise Air Terminal'',,"""","BOI""= ""Boise Air Terminal ""","""BOI""= ""Boise Air Terminal """
BOS,General Edward Lawrence Logan Intl,42.364347,-71.005181,,''BOS''=''General Edward Lawrence Logan Intl'',,"""","BOS""= ""General Edward Lawrence Logan Intl ""","""BOS""= ""General Edward Lawrence Logan Intl """
BOW,Bartow Municipal Airport,27.9434,-81.7834,,''BOW''=''Bartow Municipal Airport'',,"""","BOW""= ""Bartow Municipal Airport ""","""BOW""= ""Bartow Municipal Airport """
BPT,Southeast Texas Rgnl,29.950833,-94.020694,,''BPT''=''Southeast Texas Rgnl'',,"""","BPT""= ""Southeast Texas Rgnl ""","""BPT""= ""Southeast Texas Rgnl """
BQK,Brunswick Golden Isles Airport,31.2588,-81.4665,,''BQK''=''Brunswick Golden Isles Airport'',,"""","BQK""= ""Brunswick Golden Isles Airport ""","""BQK""= ""Brunswick Golden Isles Airport """
BRD,Brainerd Lakes Rgnl,46.398308,-94.138078,,''BRD''=''Brainerd Lakes Rgnl'',,"""","BRD""= ""Brainerd Lakes Rgnl ""","""BRD""= ""Brainerd Lakes Rgnl """
BRL,Southeast Iowa Regional Airport,40.7832,-91.1255,,''BRL''=''Southeast Iowa Regional Airport'',,"""","BRL""= ""Southeast Iowa Regional Airport ""","""BRL""= ""Southeast Iowa Regional Airport """
BRO,Brownsville South Padre Island Intl,25.906833,-97.425861,,''BRO''=''Brownsville South Padre Island Intl'',,"""","BRO""= ""Brownsville South Padre Island Intl ""","""BRO""= ""Brownsville South Padre Island Intl """
BRW,Wiley Post Will Rogers Mem,71.285446,-156.766003,,''BRW''=''Wiley Post Will Rogers Mem'',,"""","BRW""= ""Wiley Post Will Rogers Mem ""","""BRW""= ""Wiley Post Will Rogers Mem """
BSF,Bradshaw Aaf,19.760056,-155.553717,,''BSF''=''Bradshaw Aaf'',,"""","BSF""= ""Bradshaw Aaf ""","""BSF""= ""Bradshaw Aaf """
BTI,Barter Island Lrrs,70.133989,-143.581867,,''BTI''=''Barter Island Lrrs'',,"""","BTI""= ""Barter Island Lrrs ""","""BTI""= ""Barter Island Lrrs """
BTM,Bert Mooney Airport,45.954806,-112.497472,,''BTM''=''Bert Mooney Airport'',,"""","BTM""= ""Bert Mooney Airport ""","""BTM""= ""Bert Mooney Airport """
BTR,Baton Rouge Metro Ryan Fld,30.533167,-91.149639,,''BTR''=''Baton Rouge Metro Ryan Fld'',,"""","BTR""= ""Baton Rouge Metro Ryan Fld ""","""BTR""= ""Baton Rouge Metro Ryan Fld """
BTT,Bettles,66.913944,-151.529056,,''BTT''=''Bettles'',,"""","BTT""= ""Bettles ""","""BTT""= ""Bettles """
BTV,Burlington Intl,44.471861,-73.153278,,''BTV''=''Burlington Intl'',,"""","BTV""= ""Burlington Intl ""","""BTV""= ""Burlington Intl """
BUF,Buffalo Niagara Intl,42.940525,-78.732167,,''BUF''=''Buffalo Niagara Intl'',,"""","BUF""= ""Buffalo Niagara Intl ""","""BUF""= ""Buffalo Niagara Intl """
BUR,Bob Hope,34.200667,-118.358667,,''BUR''=''Bob Hope'',,"""","BUR""= ""Bob Hope ""","""BUR""= ""Bob Hope """
BUU,Municipal Airport,42.6907171,-88.3046825,,''BUU''=''Municipal Airport'',,"""","BUU""= ""Municipal Airport ""","""BUU""= ""Municipal Airport """
BUY,Burlington-Alamance Regional Airport,36.0485433,-79.4748892,,''BUY''=''Burlington-Alamance Regional Airport'',,"""","BUY""= ""Burlington-Alamance Regional Airport ""","""BUY""= ""Burlington-Alamance Regional Airport """
BVY,Beverly Municipal Airport,42.584141,-70.9161444,,''BVY''=''Beverly Municipal Airport'',,"""","BVY""= ""Beverly Municipal Airport ""","""BVY""= ""Beverly Municipal Airport """
BWD,KBWD,31.7936111,-98.9565,,''BWD''=''KBWD'',,"""","BWD""= ""KBWD ""","""BWD""= ""KBWD """
BWG,Bowling Green-Warren County Regional Airport,36.9645278,-86.4196667,,''BWG''=''Bowling Green-Warren County Regional Airport'',,"""","BWG""= ""Bowling Green-Warren County Regional Airport ""","""BWG""= ""Bowling Green-Warren County Regional Airport """
BWI,Baltimore Washington Intl,39.175361,-76.668333,,''BWI''=''Baltimore Washington Intl'',,"""","BWI""= ""Baltimore Washington Intl ""","""BWI""= ""Baltimore Washington Intl """
BXK,Buckeye Municipal Airport,33.420417,-112.68618,,''BXK''=''Buckeye Municipal Airport'',,"""","BXK""= ""Buckeye Municipal Airport ""","""BXK""= ""Buckeye Municipal Airport """
BXS,Borrego Valley Airport,33.2590278,-116.3209722,,''BXS''=''Borrego Valley Airport'',,"""","BXS""= ""Borrego Valley Airport ""","""BXS""= ""Borrego Valley Airport """
BYH,Arkansas Intl,35.964347,-89.943956,,''BYH''=''Arkansas Intl'',,"""","BYH""= ""Arkansas Intl ""","""BYH""= ""Arkansas Intl """
BYS,Bicycle Lake Aaf,35.280531,-116.630031,,''BYS''=''Bicycle Lake Aaf'',,"""","BYS""= ""Bicycle Lake Aaf ""","""BYS""= ""Bicycle Lake Aaf """
BYW,Blakely Island Airport,48.56025,-122.80243,,''BYW''=''Blakely Island Airport'',,"""","BYW""= ""Blakely Island Airport ""","""BYW""= ""Blakely Island Airport """
BZN,Gallatin Field,45.777643,-111.160151,,''BZN''=''Gallatin Field'',,"""","BZN""= ""Gallatin Field ""","""BZN""= ""Gallatin Field """
C02,Grand Geneva Resort Airport,42.6149167,-88.3895833,,''C02''=''Grand Geneva Resort Airport'',,"""","C02""= ""Grand Geneva Resort Airport ""","""C02""= ""Grand Geneva Resort Airport """
C16,Frasca Field,40.144979,-88.200197,,''C16''=''Frasca Field'',,"""","C16""= ""Frasca Field ""","""C16""= ""Frasca Field """
C47,Portage Municipal Airport,43.5603136,-89.4828607,,''C47''=''Portage Municipal Airport'',,"""","C47""= ""Portage Municipal Airport ""","""C47""= ""Portage Municipal Airport """
C65,Plymouth Municipal Airport,41.3651307,-86.3002574,,''C65''=''Plymouth Municipal Airport'',,"""","C65""= ""Plymouth Municipal Airport ""","""C65""= ""Plymouth Municipal Airport """
C89,Sylvania Airport,42.70325,-87.9589722,,''C89''=''Sylvania Airport'',,"""","C89""= ""Sylvania Airport ""","""C89""= ""Sylvania Airport """
C91,Dowagiac Municipal Airport,41.9929342,-86.1280125,,''C91''=''Dowagiac Municipal Airport'',,"""","C91""= ""Dowagiac Municipal Airport ""","""C91""= ""Dowagiac Municipal Airport """
CAE,Columbia Metropolitan,33.938833,-81.119528,,''CAE''=''Columbia Metropolitan'',,"""","CAE""= ""Columbia Metropolitan ""","""CAE""= ""Columbia Metropolitan """
CAK,Akron Canton Regional Airport,40.9160833,-81.4421944,,''CAK''=''Akron Canton Regional Airport'',,"""","CAK""= ""Akron Canton Regional Airport ""","""CAK""= ""Akron Canton Regional Airport """
CAR,Caribou Muni,46.8715,-68.017917,,''CAR''=''Caribou Muni'',,"""","CAR""= ""Caribou Muni ""","""CAR""= ""Caribou Muni """
CBE,Greater Cumberland Rgnl.,39.615278,-78.760556,,''CBE''=''Greater Cumberland Rgnl.'',,"""","CBE""= ""Greater Cumberland Rgnl. ""","""CBE""= ""Greater Cumberland Rgnl. """
CBM,Columbus Afb,33.643833,-88.443833,,''CBM''=''Columbus Afb'',,"""","CBM""= ""Columbus Afb ""","""CBM""= ""Columbus Afb """
CCO,Coweta County Airport,33.3115656,-84.7697554,,''CCO''=''Coweta County Airport'',,"""","CCO""= ""Coweta County Airport ""","""CCO""= ""Coweta County Airport """
CCR,Buchanan Field Airport,37.9896667,-122.0568889,,''CCR''=''Buchanan Field Airport'',,"""","CCR""= ""Buchanan Field Airport ""","""CCR""= ""Buchanan Field Airport """
CDB,Cold Bay,55.206061,-162.725436,,''CDB''=''Cold Bay'',,"""","CDB""= ""Cold Bay ""","""CDB""= ""Cold Bay """
CDC,Cedar City Rgnl,37.700967,-113.098847,,''CDC''=''Cedar City Rgnl'',,"""","CDC""= ""Cedar City Rgnl ""","""CDC""= ""Cedar City Rgnl """
CDI,Cambridge Municipal Airport,39.9750278,-81.5775833,,''CDI''=''Cambridge Municipal Airport'',,"""","CDI""= ""Cambridge Municipal Airport ""","""CDI""= ""Cambridge Municipal Airport """
CDK,CedarKey,29.1342222,-83.0504722,,''CDK''=''CedarKey'',,"""","CDK""= ""CedarKey ""","""CDK""= ""CedarKey """
CDN,Woodward Field,34.2835833,-80.5648611,,''CDN''=''Woodward Field'',,"""","CDN""= ""Woodward Field ""","""CDN""= ""Woodward Field """
CDR,Chadron Municipal Airport,42.8375,-103.095556,,''CDR''=''Chadron Municipal Airport'',,"""","CDR""= ""Chadron Municipal Airport ""","""CDR""= ""Chadron Municipal Airport """
CDS,Childress Muni,34.433781,-100.287992,,''CDS''=''Childress Muni'',,"""","CDS""= ""Childress Muni ""","""CDS""= ""Childress Muni """
CDV,Merle K Mudhole Smith,60.491778,-145.477556,,''CDV''=''Merle K Mudhole Smith'',,"""","CDV""= ""Merle K Mudhole Smith ""","""CDV""= ""Merle K Mudhole Smith """
CDW,Caldwell Essex County Airport,40.8752222,-74.2813611,,''CDW''=''Caldwell Essex County Airport'',,"""","CDW""= ""Caldwell Essex County Airport ""","""CDW""= ""Caldwell Essex County Airport """
CEC,Del Norte County Airport,41.7802,-124.237,,''CEC''=''Del Norte County Airport'',,"""","CEC""= ""Del Norte County Airport ""","""CEC""= ""Del Norte County Airport """
CEF,Westover Arb Metropolitan,42.194014,-72.534783,,''CEF''=''Westover Arb Metropolitan'',,"""","CEF""= ""Westover Arb Metropolitan ""","""CEF""= ""Westover Arb Metropolitan """
CEM,Central Airport,65.573889,-144.780833,,''CEM''=''Central Airport'',,"""","CEM""= ""Central Airport ""","""CEM""= ""Central Airport """
CEU,Clemson,34.6722222,-82.8858889,,''CEU''=''Clemson'',,"""","CEU""= ""Clemson ""","""CEU""= ""Clemson """
CEW,Bob Sikes,30.778833,-86.522111,,''CEW''=''Bob Sikes'',,"""","CEW""= ""Bob Sikes ""","""CEW""= ""Bob Sikes """
CEZ,Cortez Muni,37.303,-108.628056,,''CEZ''=''Cortez Muni'',,"""","CEZ""= ""Cortez Muni ""","""CEZ""= ""Cortez Muni """
CFD,Coulter Fld,30.715694,-96.331361,,''CFD''=''Coulter Fld'',,"""","CFD""= ""Coulter Fld ""","""CFD""= ""Coulter Fld """
CGA,Craig Seaplane Base,55.478889,-133.147778,,''CGA''=''Craig Seaplane Base'',,"""","CGA""= ""Craig Seaplane Base ""","""CGA""= ""Craig Seaplane Base """
CGF,Cuyahoga County,41.565124,-81.4863555,,''CGF''=''Cuyahoga County'',,"""","CGF""= ""Cuyahoga County ""","""CGF""= ""Cuyahoga County """
CGI,Cape Girardeau Regional Airport,37.2253,-89.5708,,''CGI''=''Cape Girardeau Regional Airport'',,"""","CGI""= ""Cape Girardeau Regional Airport ""","""CGI""= ""Cape Girardeau Regional Airport """
CGX,Meigs Field,41.860278,-87.609722,,''CGX''=''Meigs Field'',,"""","CGX""= ""Meigs Field ""","""CGX""= ""Meigs Field """
CGZ,Casa Grande Municipal Airport,32.954889,-111.766832,,''CGZ''=''Casa Grande Municipal Airport'',,"""","CGZ""= ""Casa Grande Municipal Airport ""","""CGZ""= ""Casa Grande Municipal Airport """
CHA,Lovell Fld,35.035278,-85.203808,,''CHA''=''Lovell Fld'',,"""","CHA""= ""Lovell Fld ""","""CHA""= ""Lovell Fld """
CHI,All Airports,41.883611,-87.631667,,''CHI''=''All Airports'',,"""","CHI""= ""All Airports ""","""CHI""= ""All Airports """
CHO,Charlottesville-Albemarle,38.138639,-78.452861,,''CHO''=''Charlottesville-Albemarle'',,"""","CHO""= ""Charlottesville-Albemarle ""","""CHO""= ""Charlottesville-Albemarle """
CHS,Charleston Afb Intl,32.898647,-80.040528,,''CHS''=''Charleston Afb Intl'',,"""","CHS""= ""Charleston Afb Intl ""","""CHS""= ""Charleston Afb Intl """
CHU,Chuathbaluk Airport,61.579167,-159.215556,,''CHU''=''Chuathbaluk Airport'',,"""","CHU""= ""Chuathbaluk Airport ""","""CHU""= ""Chuathbaluk Airport """
CIC,Chico Muni,39.795383,-121.858422,,''CIC''=''Chico Muni'',,"""","CIC""= ""Chico Muni ""","""CIC""= ""Chico Muni """
CID,Cedar Rapids,41.884694,-91.710806,,''CID''=''Cedar Rapids'',,"""","CID""= ""Cedar Rapids ""","""CID""= ""Cedar Rapids """
CIK,Chalkyitsik Airport,66.645,-143.74,,''CIK''=''Chalkyitsik Airport'',,"""","CIK""= ""Chalkyitsik Airport ""","""CIK""= ""Chalkyitsik Airport """
CIL,Council Airport,64.897778,-163.703333,,''CIL''=''Council Airport'',,"""","CIL""= ""Council Airport ""","""CIL""= ""Council Airport """
CIU,Chippewa County International Airport,46.2508,-84.4724,,''CIU''=''Chippewa County International Airport'',,"""","CIU""= ""Chippewa County International Airport ""","""CIU""= ""Chippewa County International Airport """
CKB,Harrison Marion Regional Airport,39.2966,-80.2281,,''CKB''=''Harrison Marion Regional Airport'',,"""","CKB""= ""Harrison Marion Regional Airport ""","""CKB""= ""Harrison Marion Regional Airport """
CKD,Crooked Creek Airport,61.867778,-158.135,,''CKD''=''Crooked Creek Airport'',,"""","CKD""= ""Crooked Creek Airport ""","""CKD""= ""Crooked Creek Airport """
CKF,Crisp County Cordele Airport,31.9888333,-83.7739167,,''CKF''=''Crisp County Cordele Airport'',,"""","CKF""= ""Crisp County Cordele Airport ""","""CKF""= ""Crisp County Cordele Airport """
CKV,Clarksville-Montgomery County Regional Airport,36.621944,-87.415,,''CKV''=''Clarksville-Montgomery County Regional Airport'',,"""","CKV""= ""Clarksville-Montgomery County Regional Airport ""","""CKV""= ""Clarksville-Montgomery County Regional Airport """
